type,index,page,left,top,right,bottom,width,height,text_preview
text,268,18,18.225,244.97699999999998,593.999,191.933,575.774,-53.04399999999998,The Company has historically experienced higher ne
text,269,18,254.243,156.57899999999995,357.973,152.63099999999997,103.73000000000002,-3.947999999999979,Apple Inc. | 2024 Form 10-K | 15
text,270,19,18.225,712.744,553.292,708.306,535.067,-4.437999999999988,The Company's financial performance is subject to 
text,271,19,18.225,697.902,593.996,673.883,575.771,-24.019000000000005,The Company's primary exposure to movements in for
text,272,19,18.225,658.077,593.999,624.608,575.774,-33.46900000000005,The weakening of foreign currencies relative to th
text,273,19,18.225,608.127,593.996,574.658,575.771,-33.46899999999994,"Conversely, a strengthening of foreign currencies "
text,274,19,18.225,558.852,593.995,534.833,575.77,-24.019000000000005,"The  Company  uses  derivative  instruments,  such"
text,275,19,18.225,512.944,386.834,508.506,368.609,-4.437999999999988,The Company is exposed to credit risk and fluctuat
text,276,19,18.225,498.102,593.996,455.183,575.771,-42.91899999999998,The Company's investments can be negatively affect
text,277,19,18.225,433.294,593.997,419.406,575.7719999999999,-13.887999999999977,The Company is exposed to credit risk on its trade
text,278,19,18.225,408.327,594.0,306.683,575.775,-101.644,The Company distributes its products and certain o
text,279,19,18.225,285.469,576.322,281.031,558.097,-4.437999999999988,"The Company is subject to changes in tax rates, th"
text,280,19,18.225,270.62699999999995,594.0,217.58299999999997,575.775,-53.04399999999998,The Company is subject to taxes in the U.S. and nu
text,281,19,254.243,182.22900000000004,357.973,178.28099999999995,103.73000000000002,-3.9480000000000928,Apple Inc. | 2024 Form 10-K | 16
text,282,20,18.225,718.152,593.995,674.558,575.77,-43.59400000000005,The Company is also subject to the examination of 
text,283,20,18.225,653.348,72.255,648.907,54.029999999999994,-4.440999999999917,General Risks
text,284,20,18.225,635.794,234.275,631.356,216.05,-4.437999999999988,The price of the Company's stock is subject to vol
text,285,20,18.225,620.277,594.0,538.208,575.775,-82.06900000000007,The Company's stock has experienced substantial pr
text,286,20,18.225,516.998,167.209,512.557,148.984,-4.441000000000031,Item 1B.    Unresolved Staff Comments
text,287,20,18.225,498.777,39.839,494.333,21.613999999999997,-4.44399999999996,None.
text,288,20,18.225,473.123,112.763,468.682,94.53800000000001,-4.440999999999974,Item 1C.    Cybersecurity
text,289,20,18.225,455.577,593.999,392.408,575.774,-63.16899999999998,"The Company's management, led by its Head of Corpo"
text,290,20,18.225,376.602,593.996,323.558,575.771,-53.04399999999998,The Company's Information Security team coordinate
text,291,20,18.225,307.077,593.995,264.158,575.77,-42.91899999999998,The Audit Committee assists the Board in the overs
text,292,20,18.225,248.35199999999998,472.762,243.90800000000002,454.537,-4.44399999999996,For a discussion of the Company's cybersecurity-re
text,293,20,254.243,208.55399999999997,357.973,204.60699999999997,103.73000000000002,-3.9470000000000027,Apple Inc. | 2024 Form 10-K | 17
text,294,21,18.225,712.748,92.952,708.307,74.727,-4.441000000000031,Item 2.    Properties
text,295,21,18.225,694.527,593.997,671.183,575.7719999999999,-23.34400000000005,The Company's headquarters is located in Cupertino
text,296,21,18.225,649.298,124.909,644.857,106.684,-4.441000000000031,Item 3.    Legal Proceedings
text,297,21,18.225,631.748,137.221,627.307,118.99600000000001,-4.441000000000031,Digital Markets Act Investigations
text,298,21,18.225,616.227,593.999,524.708,575.774,-91.519,"On  March  25,  2024,  the  Commission  announced "
text,299,21,18.225,503.498,126.725,499.057,108.5,-4.440999999999974,Department of Justice Lawsuit
text,300,21,18.225,487.977,594.009,445.058,575.784,-42.91899999999998,"On March 21, 2024, the U.S. Department of Justice "
text,301,21,18.225,423.173,62.34,418.732,44.115,-4.440999999999974,Epic Games
text,302,21,18.225,408.327,594.0,326.258,575.775,-82.06900000000002,"Epic Games, Inc. ('Epic') filed a lawsuit in the U"
text,303,21,18.225,304.373,107.831,299.932,89.606,-4.440999999999974,Other Legal Proceedings
text,304,21,18.225,289.527,593.996,245.933,575.771,-43.593999999999994,The Company is subject to other legal proceedings 
text,305,21,18.225,224.72299999999996,146.073,220.28200000000004,127.84800000000001,-4.440999999999917,Item 4.    Mine Safety Disclosures
text,306,21,18.225,207.17700000000002,71.808,202.73299999999995,53.583000000000006,-4.444000000000074,Not applicable.
text,307,21,254.243,167.37900000000002,357.973,163.43200000000002,103.73000000000002,-3.9470000000000027,Apple Inc. | 2024 Form 10-K | 18
text,308,22,18.225,712.748,46.425,708.307,28.199999999999996,-4.441000000000031,PART II
text,309,22,18.225,692.498,482.294,688.057,464.06899999999996,-4.441000000000031,"Item 5.    Market for Registrant's Common Equity, "
text,310,22,18.225,674.277,375.851,669.833,357.626,-4.444000000000074,The Company's common stock is traded on The Nasdaq
text,311,22,18.225,648.623,48.382,644.182,30.156999999999996,-4.441000000000031,Holders
text,312,22,18.225,633.102,256.866,628.658,238.641,-4.44399999999996,"As of October 18, 2024, there were 23,301 sharehol"
text,313,22,18.225,607.448,288.914,603.007,270.68899999999996,-4.441000000000031,Purchases of Equity Securities by the Issuer and A
text,314,22,18.225,592.602,593.997,578.033,575.7719999999999,-14.56899999999996,Share repurchase activity during the three months 
text,315,22,34.425,412.404,561.598,374.031,527.173,-38.37299999999999,"(1) As of September 28, 2024, the Company was auth"
text,316,22,254.243,339.504,357.973,335.556,103.73000000000002,-3.948000000000036,Apple Inc. | 2024 Form 10-K | 19
text,317,23,18.225,712.748,131.21,708.307,112.98500000000001,-4.441000000000031,Company Stock Performance
text,318,23,18.225,697.902,593.997,664.433,575.7719999999999,-33.46900000000005,The following graph shows a comparison of five-yea
text,319,23,203.0,644.6666666666666,401.6666666666667,636.0,198.66666666666669,-8.666666666666629,COMPARISON OF 5-YEAR CUMULATIVE TOTAL RETURN
text,320,23,142.0,636.3333333333334,191.0,626.6666666666666,49.0,-9.666666666666742,Among Apple
text,321,23,207.0,636.0,299.66666666666663,627.3333333333334,92.66666666666663,-8.666666666666629,the S&P 500 Index and the
text,322,23,316.0,636.3333333333334,355.6666666666667,627.3333333333334,39.666666666666686,-9.0,Jones U.S.
text,323,23,354.6666666666667,638.3333333333334,462.6666666666667,625.3333333333334,108.0,-13.0,Technology Supersector Index
text,324,23,87.66666666666667,576.6666666666667,109.0,566.6666666666667,21.33333333333333,-10.0,$400
text,325,23,87.66666666666667,532.6666666666667,109.0,522.6666666666666,21.33333333333333,-10.000000000000114,$300
text,326,23,88.33333333333333,488.66666666666663,109.0,478.66666666666663,20.66666666666667,-10.0,$200
text,327,23,87.66666666666667,444.66666666666663,109.0,434.66666666666663,21.33333333333333,-10.0,$100
text,328,23,97.0,400.6666666666667,109.0,390.6666666666667,12.0,-10.0,SO
text,329,23,103.0,390.0,132.33333333333331,381.3333333333333,29.333333333333314,-8.666666666666686,9/27/19
text,330,23,181.66666666666669,390.6666666666667,211.66666666666666,380.6666666666667,29.99999999999997,-10.0,9/26/20
text,331,23,261.66666666666663,390.6666666666667,290.33333333333337,380.6666666666667,28.666666666666742,-10.0,9/25/21
text,332,23,341.6666666666667,390.6666666666667,371.0,380.6666666666667,29.333333333333314,-10.0,9/24/22
text,333,23,421.0,390.6666666666667,451.0,380.6666666666667,30.0,-10.0,9/30/23
text,334,23,501.0,390.6666666666667,530.3333333333333,380.6666666666667,29.333333333333258,-10.0,9/28/24
text,335,23,166.33333333333331,366.6666666666667,195.0,358.0,28.666666666666686,-8.666666666666686,Apple Inc.
text,336,23,249.0,367.3333333333333,293.66666666666663,359.3333333333333,44.66666666666663,-8.0,S&P 500 Index
text,337,23,346.3333333333333,367.6666666666667,481.6666666666667,358.0,135.33333333333337,-9.666666666666686,Dow Jones U.S. Technology Supersector Index
text,338,23,299.98601897750973,636.9377487607237,316.01398102249027,626.0622512392763,16.02796204498054,-10.875497521447414,Dow
text,339,23,18.225,251.72299999999996,94.756,247.28200000000004,76.531,-4.440999999999917,Item 6.    [Reserved]
text,340,23,254.243,211.92899999999997,357.973,207.98199999999997,103.73000000000002,-3.9470000000000027,Apple Inc. | 2024 Form 10-K | 20
text,341,24,18.225,729.623,396.591,725.182,378.366,-4.441000000000031,Item 7.    Management's Discussion and Analysis of
text,342,24,18.225,711.398,593.997,677.932,575.7719999999999,-33.46600000000001,The following discussion should be read in conjunc
text,343,24,18.225,656.723,200.665,652.282,182.44,-4.440999999999917,"Product, Service and Software Announcements"
text,344,24,18.225,641.202,593.991,627.308,575.766,-13.894000000000005,"The Company announces new product, service and sof"
text,345,24,18.225,611.502,86.201,607.058,67.976,-4.44399999999996,First Quarter 2024:
text,346,24,34.425,595.977,124.008,591.533,89.583,-4.44399999999996,MacBook Pro 14-in.;
text,347,24,34.425,586.527,139.772,582.083,105.347,-4.444000000000074,MacBook Pro 16-in.; and
text,348,24,34.425,577.077,69.977,572.633,35.55200000000001,-4.44399999999996,iMac.
text,349,24,18.225,556.152,97.928,551.708,79.703,-4.444000000000074,Second Quarter 2024:
text,350,24,34.425,541.302,136.62,536.858,102.19500000000001,-4.444000000000074,MacBook Air 13-in.; and
text,351,24,34.425,531.177,118.605,526.733,84.18,-4.444000000000074,MacBook Air 15-in.
text,352,24,18.225,510.927,88.91,506.483,70.685,-4.444000000000017,Third Quarter 2024:
text,353,24,34.425,496.077,80.79,491.633,46.36500000000001,-4.444000000000017,iPad Air;
text,354,24,34.425,485.952,83.943,481.508,49.518,-4.444000000000017,iPad Pro;
text,355,24,34.425,476.502,505.973,472.058,471.548,-4.444000000000017,"iOS 18, macOS Sequoia, iPadOS 18, watchOS 11, visi"
text,356,24,34.425,466.377,341.489,461.933,307.06399999999996,-4.444000000000017,"Apple Intelligence™, a personal intelligence syste"
text,357,24,18.225,446.127,93.866,441.683,75.64099999999999,-4.444000000000017,Fourth Quarter 2024:
text,358,24,34.425,431.277,291.09,426.833,256.66499999999996,-4.44399999999996,"iPhone 16, iPhone 16 Plus, iPhone 16 Pro and iPhon"
text,359,24,34.425,421.152,150.732,416.708,116.307,-4.44399999999996,Apple Watch Series 10; and
text,360,24,34.425,411.702,87.993,407.258,53.568,-4.444000000000017,AirPods 4.
text,361,24,18.225,385.373,68.644,380.932,50.419000000000004,-4.440999999999974,Fiscal Period
text,362,24,18.225,370.527,593.995,346.508,575.77,-24.019000000000005,The Company's fiscal year is the 52- or 53-week pe
text,363,24,18.225,325.298,124.435,320.857,106.21000000000001,-4.440999999999974,Macroeconomic Conditions
text,364,24,18.225,309.777,594.0,295.883,575.775,-13.894000000000005,"Macroeconomic conditions, including inflation, int"
text,365,24,254.243,260.529,357.973,256.582,103.73000000000002,-3.9470000000000027,Apple Inc. | 2024 Form 10-K | 21
text,366,25,18.225,712.748,144.708,708.307,126.483,-4.441000000000031,Segment Operating Performance
text,367,25,18.225,697.902,390.588,693.458,372.363,-4.444000000000074,The following table shows net sales by reportable 
text,368,25,18.225,584.498,51.982,580.057,33.757,-4.441000000000031,Americas
text,369,25,18.225,568.977,398.229,564.533,380.00399999999996,-4.44399999999996,Americas net sales increased during 2024 compared 
text,370,25,18.225,543.323,44.344,538.882,26.119,-4.441000000000031,Europe
text,371,25,18.225,527.802,433.828,523.358,415.60299999999995,-4.444000000000074,Europe net sales increased during 2024 compared to
text,372,25,18.225,502.148,69.099,497.707,50.874,-4.441000000000031,Greater China
text,373,25,18.225,487.302,593.997,472.733,575.7719999999999,-14.569000000000017,Greater China net sales decreased during 2024 comp
text,374,25,18.225,451.523,40.294,447.082,22.068999999999996,-4.441000000000031,Japan
text,375,25,18.225,436.677,593.996,422.108,575.771,-14.569000000000017,Japan net sales increased during 2024 compared to 
text,376,25,18.225,400.898,87.7,396.457,69.475,-4.441000000000031,Rest of Asia Pacific
text,377,25,18.225,385.377,594.0,371.483,575.775,-13.894000000000005,Rest of Asia Pacific net sales increased during 20
text,378,25,254.243,336.129,357.973,332.182,103.73000000000002,-3.9470000000000027,Apple Inc. | 2024 Form 10-K | 22
text,379,26,18.225,712.748,157.333,708.307,139.108,-4.441000000000031,Products and Services Performance
text,380,26,18.225,697.902,351.863,693.458,333.638,-4.444000000000074,The following table shows net sales by category fo
text,381,26,34.425,589.929,426.203,585.982,391.77799999999996,-3.9470000000000027,(1) Services net sales include amortization of the
text,382,26,18.225,564.923,43.447,560.482,25.222,-4.441000000000031,iPhone
text,383,26,18.225,549.402,260.023,544.958,241.79800000000003,-4.444000000000074,iPhone net sales were relatively flat during 2024 
text,384,26,18.225,524.423,33.527,519.982,15.302,-4.441000000000031,Mac
text,385,26,18.225,508.902,374.835,504.458,356.60999999999996,-4.44399999999996,Mac net sales increased during 2024 compared to 20
text,386,26,18.225,483.248,34.437,478.807,16.211999999999996,-4.440999999999974,iPad
text,387,26,18.225,467.727,593.999,453.833,575.774,-13.893999999999949,iPad net sales decreased during 2024 compared to 2
text,388,26,18.225,432.623,144.281,428.182,126.05600000000001,-4.440999999999974,"Wearables, Home and Accessories"
text,389,26,18.225,417.102,558.671,412.658,540.446,-4.44399999999996,"Wearables, Home and Accessories net sales decrease"
text,390,26,18.225,391.448,49.284,387.007,31.058999999999997,-4.440999999999974,Services
text,391,26,18.225,377.687,540.332,371.483,522.107,-6.204000000000008,Services net sales increased during 2024 compared 
text,392,26,254.243,336.804,357.973,332.857,103.73000000000002,-3.946999999999946,Apple Inc. | 2024 Form 10-K | 23
text,393,27,18.225,713.423,70.436,708.982,52.211000000000006,-4.441000000000031,Gross Margin
text,394,27,18.225,697.902,475.661,693.458,457.436,-4.444000000000074,Products and Services gross margin and gross margi
text,395,27,18.225,552.098,101.052,547.657,82.827,-4.440999999999917,Products Gross Margin
text,396,27,18.225,537.252,593.996,522.683,575.771,-14.56899999999996,Products  gross  margin  and  Products  gross  mar
text,397,27,18.225,501.473,100.147,497.032,81.922,-4.441000000000031,Services Gross Margin
text,398,27,18.225,485.952,400.922,481.508,382.697,-4.444000000000017,Services gross margin increased during 2024 compar
text,399,27,18.225,465.702,404.391,461.258,386.166,-4.444000000000017,Services gross margin percentage increased during 
text,400,27,18.225,440.052,593.999,425.483,575.774,-14.569000000000017,The Company's future gross margins can be impacted
text,401,27,18.225,404.273,96.551,399.832,78.326,-4.441000000000031,Operating Expenses
text,402,27,18.225,389.427,310.438,384.983,292.21299999999997,-4.444000000000017,"Operating expenses for 2024, 2023 and 2022 were as"
text,403,27,18.225,278.72299999999996,118.633,274.2819999999999,100.40799999999999,-4.441000000000031,Research and Development
text,404,27,18.225,263.87699999999995,468.926,259.433,450.70099999999996,-4.44399999999996,The growth in R&D expense during 2024 compared to 
text,405,27,18.225,238.22299999999996,144.439,233.78200000000004,126.214,-4.440999999999917,"Selling, General and Administrative"
text,406,27,18.225,222.702,368.103,218.25800000000004,349.878,-4.44399999999996,"Selling, general and administrative expense increa"
text,407,27,254.243,183.57899999999995,357.973,179.63200000000006,103.73000000000002,-3.946999999999889,Apple Inc. | 2024 Form 10-K | 24
text,408,28,18.225,713.423,123.406,708.982,105.18100000000001,-4.441000000000031,Provision for Income Taxes
text,409,28,18.225,697.902,530.435,693.458,512.2099999999999,-4.444000000000074,"Provision for income taxes, effective tax rate and"
text,410,28,18.225,625.677,593.995,592.208,575.77,-33.46900000000005,The Company's effective tax rate for 2024 was high
text,411,28,18.225,576.402,593.999,561.833,575.774,-14.569000000000074,The Company's effective tax rate for 2024 was high
text,412,28,18.225,540.623,141.548,536.182,123.32300000000001,-4.441000000000031,Liquidity and Capital Resources
text,413,28,18.225,525.102,593.993,501.758,575.768,-23.343999999999994,The Company believes its balances of unrestricted 
text,414,28,18.225,485.277,335.043,480.833,316.818,-4.44399999999996,The Company's material cash requirements include t
text,415,28,18.225,467.723,35.335,463.282,17.11,-4.441000000000031,Debt
text,416,28,18.225,452.877,593.993,428.858,575.768,-24.019000000000005,"As of September 28, 2024, the Company had outstand"
text,417,28,18.225,412.377,593.998,398.483,575.773,-13.894000000000005,The Company also issues unsecured short-term promi
text,418,28,18.225,377.273,44.344,372.832,26.119,-4.441000000000031,Leases
text,419,28,18.225,361.752,593.997,347.858,575.7719999999999,-13.894000000000005,The  Company  has  lease  arrangements  for  certa
text,420,28,18.225,325.973,148.798,321.532,130.573,-4.441000000000031,Manufacturing Purchase Obligations
text,421,28,18.225,311.127,593.997,287.108,575.7719999999999,-24.019000000000005,The Company utilizes several outsourcing partners 
text,422,28,18.225,265.898,117.727,261.457,99.50200000000001,-4.441000000000031,Other Purchase Obligations
text,423,28,18.225,250.37699999999995,594.0,227.03300000000002,575.775,-23.343999999999937,The  Company's  other  purchase  obligations  prim
text,424,28,18.225,205.14800000000002,141.299,200.707,123.07400000000001,-4.441000000000031,Deemed Repatriation Tax Payable
text,425,28,18.225,190.30200000000002,594.0,175.73299999999995,575.775,-14.569000000000074,"As  of  September  28,  2024,  the  balance  of  t"
text,426,28,254.243,141.05399999999997,357.973,137.10699999999997,103.73000000000002,-3.9470000000000027,Apple Inc. | 2024 Form 10-K | 25
text,427,29,18.225,713.422,130.64,708.982,112.41499999999999,-4.440000000000055,State Aid Decision Tax Payable
text,428,29,18.225,697.901,593.996,674.558,575.771,-23.34299999999996,"As of September 28, 2024, the Company had an oblig"
text,429,29,18.225,652.672,103.311,648.232,85.08600000000001,-4.440000000000055,Capital Return Program
text,430,29,18.225,637.826,593.995,613.808,575.77,-24.01800000000003,"In addition to its contractual cash requirements, "
text,431,29,18.225,598.001,593.996,583.433,575.771,-14.567999999999984,"In May 2024, the Company announced a new share rep"
text,432,29,18.225,562.222,160.141,557.782,141.916,-4.439999999999941,Recent Accounting Pronouncements
text,433,29,18.225,543.998,68.352,539.557,50.127,-4.441000000000031,Income Taxes
text,434,29,18.225,529.151,594.0,486.233,575.775,-42.91799999999995,"In December 2023, the Financial Accounting Standar"
text,435,29,18.225,464.348,88.016,459.907,69.791,-4.441000000000031,Segment Reporting
text,436,29,18.225,449.501,593.999,405.908,575.774,-43.59299999999996,"In November 2023, the FASB issued ASU No. 2023-07,"
text,437,29,18.225,384.698,132.701,380.257,114.476,-4.440999999999974,Critical Accounting Estimates
text,438,29,18.225,369.176,593.997,316.133,575.7719999999999,-53.043000000000006,The preparation of financial statements and relate
text,439,29,18.225,294.923,103.018,290.482,84.793,-4.440999999999974,Uncertain Tax Positions
text,440,29,18.225,280.076,593.999,227.03300000000002,575.774,-53.043000000000006,The Company is subject to income taxes in the U.S.
text,441,29,18.225,205.14800000000002,129.901,200.707,111.67600000000002,-4.441000000000031,Legal and Other Contingencies
text,442,29,18.225,190.30099999999993,593.996,156.83299999999997,575.771,-33.46799999999996,The Company is subject to various legal proceeding
text,443,29,254.243,121.47900000000004,357.973,117.53099999999995,103.73000000000002,-3.9480000000000928,Apple Inc. | 2024 Form 10-K | 26
text,444,30,18.225,712.747,287.095,708.307,268.87,-4.439999999999941,Item 7A.    Quantitative and Qualitative Disclosur
text,445,30,18.225,695.201,593.999,680.632,575.774,-14.569000000000074,The  Company  is  exposed  to  economic  risk  fro
text,446,30,18.225,659.422,86.652,654.982,68.42699999999999,-4.440000000000055,Interest Rate Risk
text,447,30,18.225,644.576,594.0,610.432,575.775,-34.144000000000005,The Company is primarily exposed to fluctuations i
text,448,30,18.225,594.626,593.993,580.732,575.768,-13.894000000000005,The following table sets forth potential impacts o
text,449,30,18.225,508.222,127.607,503.782,109.382,-4.439999999999998,Foreign Exchange Rate Risk
text,450,30,18.225,492.701,593.999,449.783,575.774,-42.918000000000006,The Company's exposure to foreign exchange rate ri
text,451,30,18.225,433.976,593.999,380.933,575.774,-53.043000000000006,The Company applied a value-at-risk ('VAR') model 
text,452,30,254.243,345.579,357.973,341.631,103.73000000000002,-3.948000000000036,Apple Inc. | 2024 Form 10-K | 27
text,453,31,18.225,728.948,231.135,724.507,212.91,-4.441000000000031,Item 8.    Financial Statements and Supplementary 
text,454,31,18.225,600.027,593.991,585.458,575.766,-14.569000000000074,All financial statement schedules have been omitte
text,455,31,254.243,550.779,357.973,546.831,103.73000000000002,-3.947999999999979,Apple Inc. | 2024 Form 10-K | 28
text,456,32,286.759,729.623,325.463,725.182,38.70400000000001,-4.441000000000031,Apple Inc.
text,457,32,211.686,711.398,400.537,706.957,188.85099999999997,-4.441000000000031,CONSOLIDATED STATEMENTS OF OPERATIONS
text,458,32,134.125,701.952,478.098,697.508,343.973,-4.44399999999996,"(In millions, except number of shares, which are r"
text,459,32,190.614,307.077,421.594,302.633,230.98,-4.444000000000017,See accompanying Notes to Consolidated Financial S
text,460,32,254.243,267.279,357.973,263.331,103.73000000000002,-3.947999999999979,Apple Inc. | 2024 Form 10-K | 29
text,461,33,286.759,729.623,325.463,725.182,38.70400000000001,-4.441000000000031,Apple Inc.
text,462,33,185.277,711.398,426.936,706.957,241.659,-4.441000000000031,CONSOLIDATED STATEMENTS OF COMPREHENSIVE INCOME
text,463,33,285.409,701.952,326.815,697.508,41.406000000000006,-4.44399999999996,(In millions)
text,464,33,190.614,451.527,421.594,447.083,230.98,-4.44399999999996,See accompanying Notes to Consolidated Financial S
text,465,33,254.243,411.729,357.973,407.781,103.73000000000002,-3.947999999999979,Apple Inc. | 2024 Form 10-K | 30
text,466,34,286.759,729.623,325.463,725.182,38.70400000000001,-4.441000000000031,Apple Inc.
text,467,34,235.754,711.398,376.46,706.957,140.706,-4.441000000000031,CONSOLIDATED BALANCE SHEETS
text,468,34,151.453,701.952,460.764,697.508,309.31100000000004,-4.44399999999996,"(In millions, except number of shares, which are r"
text,469,34,190.614,186.25199999999995,421.594,181.808,230.98,-4.44399999999996,See accompanying Notes to Consolidated Financial S
text,470,34,254.243,146.45399999999995,357.973,142.50599999999997,103.73000000000002,-3.947999999999979,Apple Inc. | 2024 Form 10-K | 31
text,471,35,286.759,728.948,325.463,724.507,38.70400000000001,-4.441000000000031,Apple Inc.
text,472,35,187.08,711.398,425.141,706.957,238.061,-4.441000000000031,CONSOLIDATED STATEMENTS OF SHAREHOLDERS' EQUITY
text,473,35,236.102,701.277,376.108,696.833,140.006,-4.444000000000074,"(In millions, except per-share amounts)"
text,474,35,190.614,350.952,421.594,346.508,230.98,-4.444000000000017,See accompanying Notes to Consolidated Financial S
text,475,35,254.243,311.154,357.973,307.206,103.73000000000002,-3.947999999999979,Apple Inc. | 2024 Form 10-K | 32
text,476,36,286.759,728.948,325.463,724.507,38.70400000000001,-4.441000000000031,Apple Inc.
text,477,36,210.937,711.398,401.28,706.957,190.34299999999996,-4.441000000000031,CONSOLIDATED STATEMENTS OF CASH FLOWS
text,478,36,285.409,701.277,326.815,696.833,41.406000000000006,-4.444000000000074,(In millions)
text,479,36,197.068,209.553,415.152,205.35699999999997,218.08399999999997,-4.196000000000026,See accompanying Notes to Consolidated Financial S
text,480,36,254.243,170.07899999999995,357.973,166.13099999999997,103.73000000000002,-3.947999999999979,Apple Inc. | 2024 Form 10-K | 33
text,481,37,286.759,728.948,325.463,724.507,38.70400000000001,-4.441000000000031,Apple Inc.
text,482,37,221.495,711.398,390.721,706.957,169.226,-4.441000000000031,Notes to Consolidated Financial Statements
text,483,37,18.225,691.148,221.813,686.707,203.588,-4.441000000000031,Note 1 - Summary of Significant Accounting Policie
text,484,37,18.225,672.923,164.962,668.482,146.737,-4.441000000000031,Basis of Presentation and Preparation
text,485,37,18.225,658.077,593.996,634.058,575.771,-24.019000000000005,The consolidated financial statements include the 
text,486,37,18.225,618.252,593.992,584.108,575.7669999999999,-34.144000000000005,The Company's fiscal year is the 52- or 53-week pe
text,487,37,18.225,562.898,51.989,558.457,33.763999999999996,-4.441000000000031,Revenue
text,488,37,18.225,548.052,429.723,543.608,411.498,-4.444000000000074,The Company records revenue net of taxes collected
text,489,37,18.225,521.723,126.25,517.282,108.025,-4.440999999999917,Share-Based Compensation
text,490,37,18.225,506.877,527.876,502.433,509.65099999999995,-4.444000000000017,The Company recognizes share-based compensation ex
text,491,37,18.225,480.548,85.746,476.107,67.52099999999999,-4.440999999999974,Cash Equivalents
text,492,37,18.225,465.702,458.105,461.258,439.88,-4.444000000000017,All highly liquid investments with maturities of t
text,493,37,18.225,440.048,101.515,435.607,83.28999999999999,-4.440999999999974,Marketable Securities
text,494,37,18.225,424.527,305.921,420.083,287.69599999999997,-4.44399999999996,The cost of securities sold is determined using th
text,495,37,18.225,398.873,61.438,394.432,43.213,-4.440999999999974,Inventories
text,496,37,18.225,383.352,232.523,378.908,214.298,-4.44399999999996,"Inventories are measured using the first-in, first"
text,497,37,18.225,357.698,135.987,353.257,117.762,-4.440999999999974,"Property, Plant and Equipment"
text,498,37,18.225,342.852,319.752,338.408,301.527,-4.44399999999996,"Depreciation on property, plant and equipment is r"
text,499,37,18.225,316.523,105.557,312.082,87.332,-4.441000000000031,Derivative Instruments
text,500,37,18.225,301.677,434.699,297.233,416.474,-4.444000000000017,The Company presents derivative assets and liabili
text,501,37,18.225,276.023,71.199,271.582,52.974,-4.441000000000031,Income Taxes
text,502,37,18.225,260.50199999999995,549.341,256.058,531.116,-4.44399999999996,The Company records certain deferred tax assets an
text,503,37,18.225,234.84799999999996,45.697,230.40700000000004,27.472,-4.440999999999917,Leases
text,504,37,18.225,219.327,588.709,214.88300000000004,570.4839999999999,-4.44399999999996,The Company combines and accounts for lease and no
text,505,37,254.243,180.20399999999995,357.973,176.25599999999997,103.73000000000002,-3.947999999999979,Apple Inc. | 2024 Form 10-K | 34
text,506,38,18.225,713.423,85.75,708.982,67.525,-4.441000000000031,Note 2 - Revenue
text,507,38,18.225,697.902,593.996,654.983,575.771,-42.919000000000096,The Company recognizes revenue at the amount to wh
text,508,38,18.225,638.502,593.991,624.608,575.766,-13.894000000000005,The Company records reductions to Products net sal
text,509,38,18.225,608.802,593.999,545.633,575.774,-63.16899999999998,For arrangements with multiple performance obligat
text,510,38,18.225,529.827,594.008,457.208,575.783,-72.61899999999997,The Company has identified the performance obligat
text,511,38,18.225,441.402,593.995,417.383,575.77,-24.019000000000005,"For  certain  long-term  service  arrangements,  t"
text,512,38,18.225,401.577,594.0,357.983,575.775,-43.593999999999994,For the sale of third-party products where the Com
text,513,38,18.225,342.177,429.3,337.733,411.075,-4.444000000000017,Net sales disaggregated by significant products an
text,514,38,34.425,233.529,426.203,229.58100000000002,391.77799999999996,-3.947999999999979,(1) Services net sales include amortization of the
text,515,38,18.225,213.92700000000002,593.995,190.58299999999997,575.77,-23.34400000000005,Total  net  sales  include  $7.7  billion  of  rev
text,516,38,254.243,155.22900000000004,357.973,151.28099999999995,103.73000000000002,-3.9480000000000928,Apple Inc. | 2024 Form 10-K | 35
text,517,39,18.225,718.152,593.997,694.133,575.7719999999999,-24.019000000000005,The  Company's  proportion  of  net  sales  by  di
text,518,39,18.225,672.927,593.997,648.908,575.7719999999999,-24.019000000000005,"As of September 28, 2024 and September 30, 2023, t"
text,519,39,18.225,627.698,126.717,623.257,108.49199999999999,-4.441000000000031,Note 3 - Earnings Per Share
text,520,39,18.225,612.177,581.072,607.733,562.847,-4.444000000000074,The following table shows the computation of basic
text,521,39,18.225,458.952,593.991,445.058,575.766,-13.894000000000005,Approximately 24 million restricted stock units ('
text,522,39,18.225,423.173,135.703,418.732,117.47800000000001,-4.440999999999974,Note 4 - Financial Instruments
text,523,39,18.225,405.623,212.245,401.182,194.02,-4.440999999999974,"Cash, Cash Equivalents and Marketable Securities"
text,524,39,18.225,390.777,594.0,376.208,575.775,-14.56899999999996,"The following tables show the Company's cash, cash"
text,525,39,254.243,132.279,357.973,128.33100000000002,103.73000000000002,-3.947999999999979,Apple Inc. | 2024 Form 10-K | 36
text,526,40,34.425,506.904,561.591,494.181,527.166,-12.723000000000013,(1) The valuation techniques used to measure the f
text,527,40,34.425,483.954,561.595,471.906,527.1700000000001,-12.048000000000002,"(2) As of September 28, 2024, cash and cash equiva"
text,528,40,34.425,461.679,561.6,440.181,527.1750000000001,-21.49799999999999,"(3) As  of  September  28,  2024  and  September  "
